source,target,weight
171,196,0.94
171,202,0.93
171,204,0.93
171,205,0.94
171,206,0.93
171,213,0.93
171,220,0.93
171,228,0.9
171,242,0.93
171,243,0.95
171,247,0.94
171,253,0.93
171,259,0.93
171,271,0.94
171,272,0.96
171,282,0.92
171,285,0.91
171,298,0.93
171,299,0.93
171,302,0.9
171,316,0.91
172,4,0.92
172,55,0.91
172,96,0.94
172,118,0.93
172,120,0.9
172,124,0.94
172,125,0.93
172,127,0.95
172,142,0.9
172,145,0.95
172,174,0.92
172,175,0.97
172,185,0.91
172,189,0.95
172,196,0.91
172,204,0.97
172,211,0.96
172,229,0.97
172,235,0.92
172,236,0.91
172,239,0.92
172,241,0.95
172,242,0.93
172,246,0.94
172,259,0.9
172,261,0.97
172,273,0.98
172,280,0.98
172,281,0.97
172,290,0.97
172,292,0.97
172,293,0.93
172,295,0.93
175,96,0.95
175,118,0.92
175,124,0.95
175,125,0.9
175,127,0.93
175,145,0.91
175,174,0.9
175,189,0.92
175,196,0.92
175,204,0.97
175,205,0.9
175,211,0.97
175,229,0.98
175,235,0.94
175,236,0.92
175,241,0.94
175,242,0.96
175,261,0.99
175,272,0.9
175,273,0.97
175,280,0.95
175,281,0.98
175,290,0.95
175,292,0.97
175,293,0.94
175,295,0.9
175,316,0.91
176,21,0.9
176,35,0.96
176,55,0.9
176,82,0.97
176,90,0.92
176,109,0.93
176,113,0.94
176,120,0.97
176,127,0.91
176,133,0.98
176,193,0.9
176,220,0.92
176,223,0.97
176,246,0.97
176,253,0.92
176,257,0.9
176,259,0.95
176,266,0.92
176,280,0.9
176,285,0.92
176,290,0.9
176,293,0.9
176,302,0.93
176,307,0.94
180,39,0.93
180,63,0.9
180,81,0.93
180,155,0.91
180,183,0.94
180,188,0.97
180,191,0.92
180,195,0.92
180,196,0.94
180,202,0.97
180,204,0.9
180,205,0.91
180,206,0.92
180,207,0.92
180,212,0.94
180,242,0.9
180,243,0.94
180,244,0.97
180,247,0.94
180,271,0.98
180,272,0.93
180,275,0.91
180,278,0.9
180,282,0.91
180,298,0.98
180,299,0.94
180,316,0.91
182,188,0.92
182,196,0.92
182,205,0.95
182,206,0.94
182,213,0.9
182,228,0.91
182,242,0.93
182,243,0.94
182,247,0.92
182,271,0.91
182,272,0.94
182,282,0.93
183,85,0.9
183,188,0.91
183,196,0.94
183,202,0.94
183,204,0.91
183,230,0.9
183,241,0.9
183,243,0.91
183,244,0.91
183,247,0.92
183,271,0.94
183,272,0.9
183,282,0.9
183,298,0.92
183,299,0.96
183,316,0.94
188,39,0.92
188,155,0.91
188,196,0.95
188,202,0.95
188,205,0.95
188,206,0.97
188,207,0.92
188,212,0.95
188,213,0.95
188,220,0.91
188,228,0.93
188,242,0.92
188,243,0.97
188,244,0.94
188,247,0.97
188,271,0.98
188,272,0.97
188,275,0.91
188,282,0.95
188,298,0.96
188,299,0.95
188,316,0.91
196,77,0.91
196,113,0.9
196,202,0.93
196,204,0.96
196,205,0.96
196,206,0.93
196,211,0.91
196,213,0.91
196,220,0.92
196,228,0.91
196,235,0.95
196,241,0.91
196,242,0.97
196,243,0.95
196,246,0.9
196,247,0.97
196,259,0.91
196,261,0.91
196,271,0.97
196,272,0.97
196,273,0.92
196,281,0.95
196,282,0.95
196,298,0.93
196,299,0.98
196,316,0.97
196,317,0.9
202,32,0.9
202,35,0.92
202,39,0.92
202,90,0.92
202,155,0.92
202,191,0.9
202,195,0.93
202,204,0.91
202,207,0.92
202,212,0.92
202,213,0.91
202,220,0.91
202,243,0.9
202,244,0.95
202,247,0.92
202,253,0.9
202,259,0.91
202,271,0.97
202,272,0.92
202,275,0.9
202,298,0.98
202,299,0.93
202,302,0.93
202,304,0.9
204,4,0.93
204,55,0.92
204,118,0.9
204,127,0.9
204,145,0.91
204,189,0.92
204,205,0.93
204,211,0.96
204,229,0.96
204,230,0.91
204,235,0.94
204,239,0.9
204,241,0.97
204,242,0.97
204,243,0.92
204,246,0.93
204,247,0.93
204,259,0.9
204,261,0.96
204,271,0.94
204,272,0.93
204,273,0.97
204,280,0.95
204,281,0.98
204,282,0.9
204,290,0.96
204,292,0.96
204,293,0.93
204,299,0.94
204,316,0.95
205,206,0.97
205,213,0.91
205,220,0.9
205,228,0.97
205,235,0.9
205,242,0.98
205,243,0.99
205,247,0.97
205,271,0.94
205,272,0.98
205,281,0.91
205,282,0.99
205,299,0.95
205,316,0.95
206,212,0.91
206,213,0.97
206,220,0.93
206,228,0.96
206,242,0.94
206,243,0.98
206,247,0.96
206,271,0.93
206,272,0.98
206,282,0.98
206,298,0.9
206,299,0.94
206,316,0.91
211,4,0.91
211,55,0.91
211,96,0.96
211,118,0.91
211,124,0.95
211,127,0.94
211,142,0.9
211,145,0.9
211,174,0.92
211,189,0.94
211,201,0.91
211,229,0.98
211,235,0.93
211,236,0.91
211,239,0.9
211,241,0.94
211,242,0.91
211,261,0.98
211,273,0.97
211,280,0.94
211,281,0.96
211,290,0.95
211,292,0.97
211,293,0.95
213,32,0.91
213,90,0.91
213,155,0.91
213,212,0.91
213,220,0.96
213,242,0.9
213,243,0.93
213,247,0.93
213,253,0.94
213,254,0.93
213,259,0.92
213,271,0.92
213,272,0.96
213,275,0.9
213,282,0.91
213,289,0.92
213,298,0.9
213,299,0.91
213,304,0.93
220,90,0.91
220,113,0.9
220,207,0.92
220,228,0.9
220,242,0.93
220,243,0.91
220,247,0.95
220,253,0.95
220,259,0.97
220,271,0.92
220,272,0.96
220,281,0.92
220,282,0.9
220,299,0.93
220,302,0.9
228,242,0.95
228,243,0.97
228,247,0.97
228,271,0.92
228,272,0.96
228,282,0.99
228,299,0.95
228,316,0.92
229,4,0.93
229,55,0.94
229,96,0.95
229,118,0.96
229,124,0.98
229,125,0.92
229,127,0.97
229,142,0.93
229,145,0.95
229,174,0.96
229,189,0.97
229,201,0.94
229,230,0.9
229,235,0.92
229,236,0.95
229,238,0.92
229,239,0.95
229,241,0.96
229,242,0.91
229,246,0.92
229,261,0.99
229,273,0.98
229,276,0.9
229,280,0.97
229,281,0.97
229,290,0.98
229,292,0.99
229,293,0.97
229,295,0.92
235,55,0.93
235,113,0.9
235,142,0.9
235,236,0.9
235,241,0.92
235,242,0.95
235,247,0.9
235,261,0.95
235,272,0.91
235,273,0.92
235,281,0.96
235,290,0.92
235,292,0.92
235,293,0.91
235,299,0.93
235,316,0.95
241,4,0.94
241,29,0.92
241,55,0.95
241,85,0.92
241,118,0.94
241,124,0.9
241,127,0.92
241,142,0.91
241,145,0.91
241,174,0.9
241,189,0.93
241,201,0.9
241,230,0.95
241,236,0.9
241,239,0.91
241,242,0.93
241,246,0.93
241,261,0.95
241,271,0.9
241,273,0.95
241,280,0.93
241,281,0.96
241,290,0.97
241,292,0.95
241,293,0.94
241,299,0.91
241,316,0.93
242,243,0.97
242,247,0.97
242,259,0.9
242,261,0.93
242,271,0.95
242,272,0.98
242,273,0.91
242,281,0.97
242,282,0.97
242,290,0.9
242,292,0.9
242,299,0.96
242,316,0.97
243,247,0.97
243,271,0.96
243,272,0.98
243,282,0.99
243,298,0.92
243,299,0.96
243,316,0.96
246,4,0.95
246,15,0.94
246,23,0.91
246,29,0.91
246,30,0.91
246,35,0.9
246,55,0.95
246,79,0.9
246,82,0.97
246,85,0.93
246,113,0.95
246,118,0.91
246,120,0.98
246,127,0.94
246,133,0.96
246,142,0.94
246,145,0.95
246,156,0.9
246,174,0.91
246,189,0.91
246,219,0.92
246,223,0.95
246,230,0.9
246,238,0.91
246,239,0.94
246,259,0.93
246,261,0.91
246,273,0.93
246,280,0.96
246,281,0.94
246,285,0.9
246,290,0.96
246,292,0.93
246,293,0.93
247,207,0.92
247,259,0.93
247,271,0.97
247,272,0.98
247,281,0.92
247,282,0.98
247,298,0.92
247,299,0.98
247,316,0.95
253,22,0.91
253,35,0.9
253,90,0.94
253,109,0.92
253,133,0.9
253,193,0.92
253,254,0.93
253,259,0.96
253,271,0.9
253,272,0.92
253,285,0.91
253,302,0.92
259,35,0.91
259,82,0.91
259,90,0.92
259,109,0.9
259,113,0.91
259,120,0.91
259,133,0.94
259,193,0.9
259,207,0.91
259,223,0.9
259,271,0.91
259,272,0.92
259,281,0.91
259,285,0.9
259,299,0.92
259,302,0.92
259,307,0.9
261,4,0.91
261,55,0.93
261,96,0.96
261,118,0.95
261,124,0.97
261,125,0.91
261,127,0.96
261,142,0.92
261,145,0.93
261,174,0.94
261,189,0.95
261,201,0.92
261,236,0.94
261,239,0.92
261,273,0.97
261,280,0.96
261,281,0.99
261,290,0.97
261,292,0.98
261,293,0.96
261,295,0.92
261,316,0.9
271,77,0.91
271,207,0.92
271,212,0.92
271,244,0.94
271,272,0.97
271,281,0.91
271,282,0.93
271,298,0.97
271,299,0.96
271,316,0.94
271,317,0.9
272,281,0.93
272,282,0.98
272,298,0.92
272,299,0.97
272,316,0.95
273,4,0.95
273,15,0.91
273,29,0.9
273,55,0.93
273,96,0.92
273,118,0.94
273,124,0.94
273,125,0.91
273,127,0.95
273,142,0.92
273,145,0.95
273,174,0.93
273,185,0.9
273,189,0.97
273,201,0.91
273,230,0.9
273,236,0.93
273,238,0.92
273,239,0.94
273,276,0.93
273,280,0.96
273,281,0.97
273,290,0.98
273,292,0.99
273,293,0.96
273,295,0.93
280,4,0.93
280,15,0.91
280,23,0.9
280,55,0.92
280,82,0.9
280,95,0.92
280,96,0.93
280,118,0.95
280,120,0.93
280,124,0.95
280,125,0.97
280,127,0.97
280,142,0.92
280,145,0.99
280,164,0.91
280,174,0.96
280,189,0.95
280,201,0.9
280,219,0.92
280,236,0.91
280,238,0.93
280,239,0.96
280,281,0.96
280,290,0.98
280,292,0.98
280,293,0.94
280,295,0.91
281,4,0.92
281,55,0.94
281,85,0.91
281,96,0.93
281,113,0.91
281,118,0.94
281,120,0.91
281,124,0.93
281,127,0.94
281,142,0.91
281,145,0.92
281,174,0.91
281,189,0.92
281,201,0.91
281,236,0.93
281,239,0.91
281,290,0.97
281,292,0.97
281,293,0.96
281,299,0.93
281,316,0.94
282,299,0.96
282,316,0.95
290,4,0.96
290,15,0.94
290,29,0.93
290,55,0.97
290,85,0.93
290,96,0.9
290,113,0.9
290,118,0.97
290,120,0.94
290,124,0.94
290,125,0.91
290,127,0.96
290,142,0.96
290,145,0.97
290,156,0.91
290,174,0.96
290,189,0.97
290,201,0.93
290,210,0.91
290,219,0.92
290,230,0.93
290,236,0.94
290,238,0.95
290,239,0.97
290,276,0.91
290,292,0.98
290,293,0.96
290,295,0.92
292,4,0.95
292,15,0.9
292,29,0.91
292,55,0.94
292,95,0.9
292,96,0.94
292,97,0.9
292,118,0.97
292,120,0.9
292,124,0.97
292,125,0.94
292,127,0.97
292,142,0.93
292,145,0.97
292,174,0.96
292,189,0.97
292,201,0.93
292,219,0.91
292,236,0.94
292,238,0.94
292,239,0.96
292,276,0.91
292,293,0.96
292,295,0.92
293,4,0.95
293,15,0.91
293,29,0.93
293,55,0.96
293,85,0.9
293,96,0.92
293,97,0.9
293,118,0.95
293,120,0.92
293,124,0.93
293,127,0.96
293,142,0.94
293,145,0.93
293,156,0.9
293,174,0.95
293,189,0.94
293,201,0.97
293,230,0.92
293,236,0.95
293,238,0.93
293,239,0.95
293,276,0.93
293,295,0.9
298,39,0.95
298,63,0.91
298,81,0.92
298,155,0.93
298,190,0.9
298,191,0.94
298,195,0.94
298,207,0.92
298,212,0.94
298,214,0.9
298,244,0.96
298,275,0.92
298,278,0.91
298,299,0.91
298,302,0.91
298,304,0.9
299,85,0.92
299,113,0.91
299,207,0.91
299,316,0.97
4,15,0.95
4,29,0.96
4,30,0.91
4,50,0.9
4,55,0.97
4,85,0.92
4,118,0.93
4,120,0.94
4,127,0.92
4,133,0.9
4,142,0.95
4,145,0.93
4,156,0.91
4,162,0.9
4,174,0.92
4,189,0.94
4,201,0.92
4,230,0.94
4,236,0.92
4,238,0.94
4,239,0.96
4,276,0.94
4,317,0.9
15,25,0.91
15,29,0.95
15,30,0.94
15,50,0.92
15,55,0.94
15,85,0.9
15,118,0.9
15,120,0.93
15,127,0.91
15,142,0.95
15,145,0.93
15,156,0.95
15,174,0.91
15,189,0.92
15,219,0.91
15,223,0.9
15,230,0.9
15,238,0.96
15,239,0.94
15,262,0.9
15,276,0.9
15,317,0.91
29,30,0.93
29,50,0.9
29,55,0.95
29,58,0.9
29,85,0.91
29,118,0.94
29,120,0.9
29,142,0.92
29,145,0.9
29,156,0.94
29,174,0.9
29,189,0.91
29,201,0.92
29,210,0.9
29,230,0.96
29,238,0.96
29,239,0.94
30,50,0.91
30,133,0.9
30,230,0.92
50,85,0.92
50,262,0.91
50,317,0.93
55,25,0.9
55,79,0.94
55,82,0.9
55,85,0.96
55,113,0.93
55,118,0.95
55,120,0.95
55,127,0.94
55,142,0.98
55,145,0.92
55,156,0.95
55,162,0.92
55,174,0.94
55,189,0.92
55,201,0.95
55,210,0.92
55,219,0.92
55,230,0.93
55,236,0.94
55,238,0.94
55,239,0.95
55,276,0.9
55,294,0.91
85,79,0.94
85,113,0.95
85,118,0.9
85,120,0.93
85,133,0.9
85,142,0.92
85,156,0.92
85,162,0.9
85,184,0.95
85,210,0.9
85,230,0.91
85,262,0.91
118,97,0.92
118,124,0.95
118,127,0.96
118,142,0.93
118,145,0.95
118,156,0.93
118,174,0.96
118,189,0.94
118,201,0.94
118,210,0.95
118,219,0.9
118,230,0.91
118,236,0.93
118,238,0.96
118,239,0.96
118,294,0.9
118,295,0.9
120,23,0.91
120,35,0.91
120,79,0.92
120,82,0.98
120,113,0.95
120,127,0.92
120,133,0.97
120,142,0.93
120,145,0.93
120,156,0.9
120,162,0.94
120,174,0.9
120,219,0.9
120,223,0.97
120,238,0.9
120,239,0.93
120,276,0.9
120,285,0.92
120,307,0.9
127,21,0.91
127,82,0.9
127,96,0.95
127,97,0.94
127,124,0.97
127,125,0.94
127,142,0.94
127,145,0.96
127,156,0.91
127,164,0.91
127,174,0.98
127,189,0.95
127,201,0.94
127,210,0.91
127,219,0.94
127,236,0.94
127,238,0.94
127,239,0.95
127,260,0.94
127,294,0.9
127,295,0.92
133,35,0.96
133,82,0.96
133,90,0.9
133,109,0.9
133,113,0.91
133,162,0.9
133,223,0.98
133,266,0.91
133,285,0.92
133,302,0.92
133,307,0.95
133,309,0.9
142,25,0.95
142,61,0.91
142,79,0.93
142,82,0.9
142,113,0.91
142,124,0.91
142,145,0.93
142,156,0.95
142,162,0.9
142,174,0.95
142,189,0.93
142,201,0.93
142,210,0.92
142,219,0.96
142,236,0.93
142,238,0.95
142,239,0.95
142,294,0.92
145,95,0.94
145,97,0.9
145,124,0.94
145,125,0.96
145,156,0.9
145,164,0.95
145,174,0.96
145,189,0.95
145,210,0.9
145,219,0.94
145,236,0.9
145,238,0.95
145,239,0.97
145,294,0.91
145,295,0.91
156,25,0.94
156,61,0.91
156,79,0.91
156,117,0.9
156,174,0.92
156,201,0.9
156,210,0.96
156,219,0.91
156,236,0.9
156,238,0.97
156,239,0.93
156,240,0.9
156,262,0.9
156,294,0.93
162,79,0.93
162,82,0.9
162,223,0.9
162,309,0.9
174,25,0.92
174,95,0.91
174,96,0.92
174,97,0.97
174,124,0.97
174,125,0.94
174,164,0.93
174,189,0.95
174,201,0.95
174,210,0.92
174,219,0.95
174,236,0.94
174,238,0.96
174,239,0.96
174,260,0.92
174,294,0.94
174,295,0.92
189,96,0.91
189,124,0.95
189,125,0.9
189,185,0.91
189,201,0.91
189,236,0.92
189,238,0.94
189,239,0.94
189,276,0.92
189,295,0.94
201,97,0.91
201,124,0.92
201,236,0.94
201,238,0.92
201,239,0.94
230,58,0.91
230,239,0.9
236,124,0.92
236,238,0.91
236,239,0.93
236,295,0.91
236,296,0.92
238,25,0.91
238,97,0.93
238,124,0.91
238,164,0.92
238,210,0.93
238,219,0.92
238,239,0.97
238,294,0.94
238,295,0.9
239,95,0.92
239,97,0.91
239,124,0.93
239,125,0.92
239,164,0.92
239,210,0.91
239,219,0.92
239,276,0.9
239,294,0.94
276,185,0.9
276,317,0.9
317,77,0.9
317,134,0.9
317,146,0.91
317,185,0.91
58,184,0.91
124,96,0.95
124,97,0.94
124,125,0.94
124,219,0.92
124,260,0.9
124,295,0.92
184,210,0.9
6,27,0.92
6,51,0.91
6,137,0.91
6,245,0.95
6,300,0.95
27,137,0.94
27,300,0.95
51,123,0.91
51,245,0.92
51,294,0.91
137,46,0.9
137,263,0.94
137,300,0.96
245,68,0.9
245,294,0.93
245,300,0.91
300,24,0.9
300,159,0.9
300,263,0.91
96,21,0.9
96,125,0.93
96,260,0.94
125,95,0.96
125,164,0.94
125,219,0.91
125,260,0.91
9,31,0.94
9,60,0.94
9,178,0.93
9,263,0.92
31,46,0.9
31,60,0.93
31,263,0.91
60,178,0.93
178,143,0.93
263,46,0.92
263,147,0.94
263,159,0.91
263,215,0.9
11,83,0.93
11,84,0.92
83,84,0.94
83,97,0.92
83,123,0.92
83,164,0.93
83,208,0.9
83,209,0.96
83,210,0.91
84,123,0.9
84,208,0.96
84,210,0.9
46,147,0.93
46,159,0.92
159,232,0.93
63,39,0.9
63,103,0.91
63,126,0.93
63,130,0.92
63,155,0.92
63,190,0.96
63,191,0.94
63,195,0.91
63,197,0.92
63,200,0.96
63,212,0.91
63,214,0.95
63,275,0.92
63,278,0.91
63,286,0.9
63,287,0.95
63,297,0.9
63,306,0.9
63,310,0.9
130,190,0.92
130,197,0.94
130,286,0.93
130,287,0.94
130,306,0.91
155,22,0.92
155,32,0.94
155,33,0.91
155,39,0.95
155,43,0.92
155,90,0.91
155,190,0.94
155,191,0.93
155,193,0.9
155,195,0.97
155,199,0.9
155,203,0.93
155,207,0.9
155,212,0.95
155,275,0.97
155,289,0.92
155,302,0.92
155,304,0.96
155,306,0.91
197,103,0.9
197,190,0.9
197,194,0.91
197,200,0.91
197,249,0.94
197,274,0.92
197,286,0.96
197,287,0.97
197,297,0.94
197,310,0.96
286,103,0.92
286,163,0.91
286,200,0.9
286,249,0.93
286,274,0.91
286,287,0.94
286,297,0.94
286,310,0.94
287,103,0.93
287,163,0.9
287,190,0.92
287,194,0.9
287,200,0.95
287,214,0.91
287,249,0.9
287,297,0.93
287,310,0.93
25,61,0.91
25,97,0.9
25,210,0.91
25,219,0.97
25,294,0.92
219,82,0.9
219,97,0.91
219,164,0.92
219,210,0.92
219,294,0.94
223,35,0.95
223,82,0.97
223,109,0.9
223,112,0.91
223,113,0.9
223,266,0.95
223,285,0.92
223,307,0.94
223,309,0.9
262,177,0.9
126,39,0.9
126,81,0.91
126,190,0.9
126,191,0.95
126,195,0.93
126,200,0.9
126,214,0.93
126,278,0.92
190,39,0.93
190,191,0.94
190,195,0.92
190,200,0.93
190,212,0.92
190,214,0.9
190,275,0.93
191,39,0.95
191,81,0.92
191,195,0.95
191,200,0.92
191,212,0.91
191,214,0.91
191,244,0.94
191,275,0.93
191,278,0.91
195,22,0.91
195,32,0.94
195,39,0.97
195,43,0.91
195,90,0.91
195,203,0.9
195,207,0.91
195,212,0.95
195,244,0.93
195,275,0.97
195,278,0.91
195,289,0.9
195,302,0.93
195,304,0.95
275,32,0.91
275,39,0.95
275,43,0.91
275,207,0.9
275,212,0.96
275,244,0.9
275,289,0.9
275,304,0.94
20,70,0.93
20,89,0.9
20,128,0.9
20,258,0.9
20,274,0.92
20,315,0.92
70,194,0.91
70,250,0.91
70,315,0.94
89,163,0.91
89,194,0.94
89,274,0.9
89,310,0.9
258,181,0.91
258,274,0.9
274,194,0.95
274,249,0.93
274,297,0.93
274,310,0.94
315,233,0.91
21,257,0.9
21,260,0.96
257,22,0.93
257,41,0.94
257,90,0.92
257,109,0.97
257,115,0.94
257,193,0.92
257,266,0.91
257,302,0.91
260,97,0.9
22,32,0.97
22,33,0.97
22,34,0.93
22,35,0.92
22,41,0.96
22,90,0.97
22,109,0.96
22,115,0.97
22,193,0.98
22,203,0.93
22,252,0.93
22,254,0.93
22,289,0.97
22,302,0.98
22,304,0.96
22,308,0.91
22,311,0.9
32,33,0.97
32,34,0.92
32,35,0.9
32,39,0.92
32,41,0.91
32,90,0.95
32,109,0.9
32,115,0.93
32,193,0.96
32,203,0.91
32,252,0.9
32,254,0.9
32,264,0.9
32,289,0.97
32,302,0.96
32,304,0.99
33,34,0.93
33,41,0.95
33,56,0.91
33,90,0.93
33,109,0.9
33,115,0.98
33,193,0.95
33,203,0.94
33,252,0.95
33,254,0.93
33,289,0.99
33,302,0.92
33,304,0.96
33,308,0.93
33,313,0.9
34,41,0.95
34,90,0.91
34,109,0.9
34,115,0.95
34,193,0.96
34,203,0.93
34,252,0.91
34,254,0.9
34,289,0.94
34,302,0.9
34,304,0.92
35,82,0.9
35,90,0.95
35,109,0.94
35,193,0.93
35,225,0.93
35,266,0.92
35,302,0.97
35,307,0.95
35,309,0.9
35,311,0.9
41,90,0.92
41,107,0.9
41,109,0.95
41,115,0.98
41,193,0.96
41,203,0.93
41,252,0.94
41,254,0.93
41,289,0.96
41,302,0.91
41,304,0.9
41,308,0.93
90,109,0.95
90,115,0.95
90,193,0.97
90,254,0.92
90,264,0.9
90,288,0.9
90,289,0.95
90,302,0.97
90,304,0.94
90,307,0.9
109,107,0.91
109,115,0.95
109,193,0.97
109,252,0.9
109,254,0.92
109,266,0.94
109,288,0.92
109,289,0.92
109,302,0.96
109,307,0.93
109,311,0.92
115,193,0.97
115,203,0.92
115,252,0.95
115,254,0.94
115,288,0.9
115,289,0.98
115,302,0.93
115,304,0.92
115,308,0.94
193,203,0.93
193,225,0.9
193,252,0.93
193,254,0.93
193,288,0.94
193,289,0.97
193,302,0.97
193,304,0.95
193,307,0.91
193,308,0.9
193,311,0.91
203,56,0.92
203,199,0.91
203,252,0.93
203,289,0.94
203,304,0.92
203,313,0.9
252,56,0.9
252,254,0.91
252,289,0.95
252,304,0.91
252,313,0.94
254,289,0.94
254,302,0.9
254,304,0.91
289,56,0.9
289,288,0.9
289,302,0.94
289,304,0.97
289,308,0.93
302,225,0.91
302,288,0.9
302,304,0.95
302,307,0.92
302,311,0.92
304,39,0.94
304,199,0.91
304,212,0.93
311,307,0.9
23,82,0.93
23,113,0.9
23,285,0.94
82,79,0.9
82,113,0.95
82,266,0.91
82,285,0.95
113,79,0.94
113,285,0.91
61,79,0.94
61,117,0.94
61,240,0.95
61,294,0.93
97,91,0.92
97,164,0.91
97,209,0.9
97,294,0.94
210,208,0.92
210,294,0.91
294,95,0.9
294,164,0.91
294,240,0.91
294,291,0.9
39,43,0.9
39,207,0.9
39,212,0.95
39,244,0.94
39,278,0.9
264,166,0.9
56,313,0.9
225,307,0.91
266,37,0.92
266,106,0.91
266,136,0.92
266,237,0.93
266,307,0.92
307,105,0.93
307,112,0.93
307,288,0.95
37,106,0.91
37,237,0.9
106,237,0.95
237,68,0.91
237,136,0.93
237,164,0.94
43,212,0.91
207,212,0.9
212,244,0.93
244,81,0.97
244,278,0.92
278,81,0.93
278,214,0.92
44,232,0.91
147,143,0.93
49,318,0.9
318,248,0.9
123,153,0.92
123,164,0.91
79,87,0.92
79,117,0.92
79,177,0.92
117,240,0.9
103,163,0.9
103,200,0.92
103,214,0.9
103,310,0.9
200,163,0.9
200,168,0.9
200,214,0.93
200,310,0.92
214,185,0.91
214,297,0.91
297,181,0.9
297,194,0.92
297,249,0.94
297,310,0.95
310,163,0.92
310,181,0.91
310,194,0.97
310,249,0.95
65,91,0.9
68,95,0.9
68,164,0.93
95,164,0.92
164,153,0.91
194,163,0.94
194,249,0.92
194,250,0.94
250,163,0.9
146,81,0.9
146,134,0.92
177,100,0.96
177,143,0.9
177,283,0.91
100,283,0.9
105,112,0.94
131,166,0.96
